Randomizer Version: 4.1.0
Random Seed: 240989149044460
Settings String: 314WQMBDgLuAfEB9AGSAAIeIQgBagYANABAAR8aEgAAAAAABAKIMgQywYsICTIGBgAyE1Bva2Vtb24gQmxhY2sgMiAoVSmlUnh848M4ig==

--Randomized Evolutions--
Bulbasaur       -> Lotad          
Set #173 - Reversal Mountain Shaking Spots (rate=1)
Unfezant Lv32            HP 98  ATK 62  DEF 88  SPATK 104 SPDEF 80  SPEED 45 
Rhyperior Lv32           HP 122 ATK 11  DEF 123 SPATK 131 SPDEF 83  SPEED 66 
Swellow Lv33             HP 97  ATK 89  DEF 83  SPATK 53  SPDEF 56  SPEED 53 
Surskit Lv33             HP 49  ATK 26  DEF 38  SPATK 66  SPDEF 21  SPEED 69 
Chingling Lv34           HP 73  ATK 12  DEF 26  SPATK 58  SPDEF 71  SPEED 45 
Abra Lv34                HP 52  ATK 68  DEF 52  SPATK 33  SPDEF 49  SPEED 56 
Tyranitar Lv35           HP 132 ATK 82  DEF 127 SPATK 151 SPDEF 68  SPEED 40 
Seviper Lv35             HP 84  ATK 94  DEF 119 SPATK 101 SPDEF 39  SPEED 22 
Landorus-T Lv35          HP 184 ATK 81  DEF 172 SPATK 74  SPDEF 73  SPEED 16 
Nidoran♀ Lv35            HP 60  ATK 17  DEF 34  SPATK 56  SPDEF 53  SPEED 54 
Oshawott Lv35            HP 64  ATK 33  DEF 33  SPATK 53  SPDEF 58  SPEED 68 
Azumarill Lv35           HP 110 ATK 40  DEF 36  SPATK 112 SPDEF 24  SPEED 88 

Set #174 - Reversal Mountain Grass/Cave (rate=7)
Ambipom Lv31             HP 141 ATK 50  DEF 119 SPATK 64  SPDEF 70  SPEED 38 
Phione Lv32              HP 92  ATK 118 DEF 55  SPATK 84  SPDEF 51  SPEED 80 
Crawdaunt Lv32           HP 88  ATK 26  DEF 69  SPATK 102 SPDEF 91  SPEED 91 
Loudred Lv33             HP 72  ATK 64  DEF 21  SPATK 75  SPDEF 65  SPEED 64 
Pikachu Lv34             HP 45  ATK 48  DEF 50  SPATK 69  SPDEF 60  SPEED 28 
Totodile Lv34            HP 59  ATK 60  DEF 12  SPATK 19  SPDEF 96  SPEED 68 
Hitmonchan Lv35          HP 77  ATK 78  DEF 91  SPATK 18  SPDEF 122 SPEED 69 
Gothita Lv35             HP 42  ATK 49  DEF 47  SPATK 53  SPDEF 51  SPEED 48 
Marill Lv35              HP 66  ATK 38  DEF 32  SPATK 55  SPDEF 32  SPEED 27 
Porygon-Z Lv35           HP 93  ATK 95  DEF 103 SPATK 85  SPDEF 108 SPEED 51 
Starly Lv35              HP 64  ATK 21  DEF 31  SPATK 42  SPDEF 45  SPEED 43 
Genesect Lv35            HP 97  ATK 119 DEF 15  SPATK 173 SPDEF 107 SPEED 89 

Set #175 - Reversal Mountain Shaking Spots (rate=1)
Gigalith Lv32            HP 105 ATK 84  DEF 106 SPATK 17  SPDEF 117 SPEED 76 
Marill Lv32              HP 66  ATK 38  DEF 32  SPATK 55  SPDEF 32  SPEED 27 
Mankey Lv33              HP 80  ATK 45  DEF 29  SPATK 50  SPDEF 42  SPEED 60 
Golduck Lv33             HP 109 ATK 62  DEF 86  SPATK 57  SPDEF 83  SPEED 103
Quilava Lv34             HP 61  ATK 54  DEF 71  SPATK 67  SPDEF 102 SPEED 50 
Forretress Lv34          HP 159 ATK 33  DEF 133 SPATK 95  SPDEF 26  SPEED 20 
Machamp Lv35             HP 73  ATK 86  DEF 81  SPATK 93  SPDEF 89  SPEED 83 
Nincada Lv35             HP 84  ATK 33  DEF 64  SPATK 36  SPDEF 36  SPEED 13 
Feebas Lv35              HP 63  ATK 25  DEF 48  SPATK 27  SPDEF 27  SPEED 10 
Gurdurr Lv35             HP 89  ATK 29  DEF 85  SPATK 34  SPDEF 80  SPEED 89 
Girafarig Lv35           HP 117 ATK 64  DEF 40  SPATK 65  SPDEF 57  SPEED 112
Rampardos Lv35           HP 114 ATK 94  DEF 22  SPATK 105 SPDEF 50  SPEED 109

Set #176 - Reversal Mountain Grass/Cave (rate=7)
Garbodor Lv31            HP 38  ATK 105 DEF 113 SPATK 23  SPDEF 95  SPEED 101
Growlithe Lv32           HP 101 ATK 42  DEF 19  SPATK 12  SPDEF 85  SPEED 91 
Fearow Lv32              HP 23  ATK 97  DEF 140 SPATK 37  SPDEF 77  SPEED 68 
Tirtouga Lv33            HP 51  ATK 90  DEF 69  SPATK 47  SPDEF 36  SPEED 62 
Panpour Lv34             HP 79  ATK 19  DEF 67  SPATK 63  SPDEF 56  SPEED 31 
Medicham Lv34            HP 35  ATK 123 DEF 19  SPATK 57  SPDEF 71  SPEED 105
Glaceon Lv35             HP 82  ATK 87  DEF 90  SPATK 50  SPDEF 148 SPEED 68 
Floatzel Lv35            HP 67  ATK 148 DEF 44  SPATK 114 SPDEF 35  SPEED 87 
Flygon Lv35              HP 113 ATK 55  DEF 68  SPATK 109 SPDEF 76  SPEED 99 
Gastly Lv35              HP 43  ATK 71  DEF 53  SPATK 54  SPDEF 68  SPEED 20 
Electabuzz Lv35          HP 87  ATK 64  DEF 120 SPATK 149 SPDEF 55  SPEED 14 
Seadra Lv35              HP 121 ATK 49  DEF 75  SPATK 101 SPDEF 27  SPEED 67 

Set #177 - Reversal Mountain Shaking Spots (rate=1)
Dewgong Lv32             HP 127 ATK 90  DEF 32  SPATK 34  SPDEF 84  SPEED 109
Aerodactyl Lv32          HP 68  ATK 135 DEF 142 SPATK 43  SPDEF 93  SPEED 34 
Karrablast Lv33          HP 49  ATK 52  DEF 54  SPATK 30  SPDEF 89  SPEED 41 
Barboach Lv33            HP 50  ATK 51  DEF 55  SPATK 46  SPDEF 58  SPEED 27 
Dusknoir Lv34            HP 101 ATK 109 DEF 99  SPATK 72  SPDEF 88  SPEED 56 
Claydol Lv34             HP 117 ATK 37  DEF 102 SPATK 70  SPDEF 115 SPEED 60 
Grotle Lv35              HP 109 ATK 84  DEF 50  SPATK 47  SPDEF 91  SPEED 23 
Weedle Lv35              HP 80  ATK 33  DEF 15  SPATK 29  SPDEF 23  SPEED 15 
Porygon-Z Lv35           HP 93  ATK 95  DEF 103 SPATK 85  SPDEF 108 SPEED 51 
Pansear Lv35             HP 53  ATK 69  DEF 40  SPATK 93  SPDEF 19  SPEED 42 
Tangela Lv35             HP 70  ATK 48  DEF 93  SPATK 78  SPDEF 76  SPEED 71 
Sandslash Lv35           HP 36  ATK 84  DEF 50  SPATK 51  SPDEF 134 SPEED 95 

Set #178 - Strange House Grass/Cave (rate=7)
Dustox Lv31              HP 130 ATK 115 DEF 50  SPATK 28  SPDEF 44  SPEED 20 
Weedle Lv31              HP 80  ATK 33  DEF 15  SPATK 29  SPDEF 23  SPEED 15 
Litwick Lv32             HP 92  ATK 12  DEF 19  SPATK 35  SPDEF 49  SPEED 68 
Cubchoo Lv32             HP 51  ATK 67  DEF 39  SPATK 90  SPDEF 18  SPEED 41 
Ledyba Lv33              HP 51  ATK 55  DEF 50  SPATK 36  SPDEF 44  SPEED 28 
Lapras Lv32              HP 39  ATK 70  DEF 49  SPATK 139 SPDEF 141 SPEED 97 
Barboach Lv33            HP 50  ATK 51  DEF 55  SPATK 46  SPDEF 58  SPEED 27 
Abomasnow Lv33           HP 100 ATK 60  DEF 89  SPATK 66  SPDEF 100 SPEED 80 
Poliwrath Lv34           HP 112 ATK 108 DEF 90  SPATK 60  SPDEF 92  SPEED 38 
Cobalion Lv34            HP 35  ATK 185 DEF 69  SPATK 73  SPDEF 51  SPEED 166
Combusken Lv34           HP 51  ATK 72  DEF 149 SPATK 16  SPDEF 22  SPEED 95 
Roselia Lv34             HP 82  ATK 52  DEF 74  SPATK 87  SPDEF 67  SPEED 38 

Set #179 - Strange House Grass/Cave (rate=7)
Shellos Lv31             HP 70  ATK 62  DEF 34  SPATK 50  SPDEF 34  SPEED 75 
Cofagrigus Lv31          HP 106 ATK 33  DEF 90  SPATK 76  SPDEF 94  SPEED 84 
Latias Lv32              HP 42  ATK 29  DEF 102 SPATK 91  SPDEF 125 SPEED 211
Shieldon Lv32            HP 69  ATK 60  DEF 17  SPATK 68  SPDEF 102 SPEED 34 
Walrein Lv33             HP 142 ATK 91  DEF 91  SPATK 50  SPDEF 44  SPEED 113
Swadloon Lv32            HP 30  ATK 51  DEF 73  SPATK 46  SPDEF 66  SPEED 114
Aron Lv33                HP 73  ATK 13  DEF 68  SPATK 65  SPDEF 36  SPEED 75 
Chimchar Lv33            HP 43  ATK 71  DEF 53  SPATK 54  SPDEF 68  SPEED 20 
Vileplume Lv34           HP 70  ATK 53  DEF 92  SPATK 57  SPDEF 133 SPEED 75 
Rotom Lv34               HP 89  ATK 35  DEF 22  SPATK 45  SPDEF 127 SPEED 122
Snivy Lv34               HP 46  ATK 41  DEF 54  SPATK 51  SPDEF 77  SPEED 38 
Gible Lv34               HP 56  ATK 45  DEF 36  SPATK 67  SPDEF 67  SPEED 29 

Set #180 - Strange House Grass/Cave (rate=7)
Metapod Lv31             HP 30  ATK 18  DEF 49  SPATK 29  SPDEF 45  SPEED 34 
Regigigas Lv31           HP 226 ATK 45  DEF 45  SPATK 145 SPDEF 33  SPEED 174
Shroomish Lv32           HP 42  ATK 45  DEF 36  SPATK 21  SPDEF 79  SPEED 71 
Weepinbell Lv32          HP 101 ATK 23  DEF 80  SPATK 71  SPDEF 44  SPEED 71 
Roggenrola Lv33          HP 75  ATK 13  DEF 76  SPATK 15  SPDEF 15  SPEED 85 
Furret Lv32              HP 80  ATK 54  DEF 93  SPATK 26  SPDEF 112 SPEED 49 
Wailord Lv33             HP 111 ATK 104 DEF 89  SPATK 39  SPDEF 145 SPEED 12 
Basculin-B Lv33          HP 147 ATK 79  DEF 62  SPATK 55  SPDEF 23  SPEED 94 
Staryu Lv34              HP 45  ATK 93  DEF 33  SPATK 48  SPDEF 96  SPEED 25 
Cryogonal Lv34           HP 88  ATK 125 DEF 38  SPATK 100 SPDEF 40  SPEED 94 
Crawdaunt Lv34           HP 88  ATK 26  DEF 69  SPATK 102 SPDEF 91  SPEED 91 
Koffing Lv34             HP 52  ATK 67  DEF 38  SPATK 62  SPDEF 59  SPEED 61 

Set #181 - Strange House Grass/Cave (rate=7)
Pidgeotto Lv31           HP 94  ATK 73  DEF 43  SPATK 41  SPDEF 79  SPEED 20 
Ralts Lv31               HP 38  ATK 49  DEF 23  SPATK 35  SPDEF 21  SPEED 33 
Gardevoir Lv32           HP 80  ATK 106 DEF 76  SPATK 87  SPDEF 37  SPEED 131
Chinchou Lv32            HP 102 ATK 47  DEF 24  SPATK 47  SPDEF 52  SPEED 58 
Flaaffy Lv33             HP 102 ATK 97  DEF 38  SPATK 79  SPDEF 17  SPEED 33 
Burmy Lv32               HP 38  ATK 27  DEF 36  SPATK 19  SPDEF 53  SPEED 51 
Hydreigon Lv33           HP 90  ATK 124 DEF 67  SPATK 85  SPDEF 124 SPEED 110
Mankey Lv33              HP 80  ATK 45  DEF 29  SPATK 50  SPDEF 42  SPEED 60 
Absol Lv34               HP 124 ATK 77  DEF 92  SPATK 106 SPDEF 14  SPEED 51 
Politoed Lv34            HP 81  ATK 90  DEF 83  SPATK 41  SPDEF 98  SPEED 107
Farfetch'd Lv34          HP 68  ATK 83  DEF 86  SPATK 21  SPDEF 17  SPEED 76 
Emolga Lv34              HP 33  ATK 78  DEF 39  SPATK 103 SPDEF 117 SPEED 58 

Set #182 - Strange House Grass/Cave (rate=7)
Corphish Lv31            HP 58  ATK 17  DEF 45  SPATK 67  SPDEF 60  SPEED 60 
Entei Lv31               HP 78  ATK 102 DEF 51  SPATK 112 SPDEF 78  SPEED 160
Surskit Lv32             HP 49  ATK 26  DEF 38  SPATK 66  SPDEF 21  SPEED 69 
Tauros Lv32              HP 49  ATK 38  DEF 102 SPATK 90  SPDEF 107 SPEED 104
Nidoqueen Lv33           HP 108 ATK 31  DEF 61  SPATK 101 SPDEF 96  SPEED 98 
Arcanine Lv32            HP 58  ATK 30  DEF 24  SPATK 74  SPDEF 178 SPEED 190
Basculin-B Lv33          HP 147 ATK 79  DEF 62  SPATK 55  SPDEF 23  SPEED 94 
Swablu Lv33              HP 75  ATK 15  DEF 38  SPATK 17  SPDEF 99  SPEED 65 
Noctowl Lv34             HP 64  ATK 46  DEF 113 SPATK 83  SPDEF 30  SPEED 106
Terrakion Lv34           HP 35  ATK 106 DEF 114 SPATK 90  SPDEF 145 SPEED 89 
Miltank Lv34             HP 109 ATK 23  DEF 105 SPATK 79  SPDEF 79  SPEED 94 
Voltorb Lv34             HP 51  ATK 89  DEF 74  SPATK 52  SPDEF 11  SPEED 52 

Set #183 - Strange House Grass/Cave (rate=7)
Drifloon Lv31            HP 112 ATK 70  DEF 13  SPATK 28  SPDEF 100 SPEED 25 
Bronzor Lv31             HP 110 ATK 61  DEF 36  SPATK 47  SPDEF 22  SPEED 24 
Vileplume Lv32           HP 70  ATK 53  DEF 92  SPATK 57  SPDEF 133 SPEED 75 
Wormadam-T Lv32          HP 29  ATK 38  DEF 64  SPATK 133 SPDEF 48  SPEED 113
Mothim Lv33              HP 111 ATK 62  DEF 40  SPATK 69  SPDEF 58  SPEED 83 
Roggenrola Lv32          HP 75  ATK 13  DEF 76  SPATK 15  SPDEF 15  SPEED 85 
Ho-Oh Lv33               HP 50  ATK 182 DEF 52  SPATK 213 SPDEF 54  SPEED 128
Cubone Lv33              HP 93  ATK 50  DEF 71  SPATK 19  SPDEF 77  SPEED 11 
Larvitar Lv34            HP 37  ATK 94  DEF 20  SPATK 53  SPDEF 38  SPEED 58 
Bouffalant Lv34          HP 34  ATK 116 DEF 164 SPATK 71  SPDEF 84  SPEED 20 
Tepig Lv34               HP 32  ATK 91  DEF 11  SPATK 18  SPDEF 93  SPEED 63 
Cinccino Lv34            HP 35  ATK 21  DEF 90  SPATK 133 SPDEF 103 SPEED 89 

Set #184 - Strange House Grass/Cave (rate=7)
Hippowdon Lv31           HP 67  ATK 143 DEF 81  SPATK 59  SPDEF 108 SPEED 67 
Spinda Lv31              HP 56  ATK 56  DEF 86  SPATK 68  SPDEF 34  SPEED 60 
Quagsire Lv32            HP 117 ATK 76  DEF 51  SPATK 90  SPDEF 66  SPEED 29 
Noctowl Lv32             HP 64  ATK 46  DEF 113 SPATK 83  SPDEF 30  SPEED 106
Bellsprout Lv33          HP 52  ATK 53  DEF 54  SPATK 24  SPDEF 48  SPEED 69 
Cottonee Lv32            HP 37  ATK 68  DEF 64  SPATK 41  SPDEF 31  SPEED 40 
Persian Lv33             HP 91  ATK 31  DEF 85  SPATK 80  SPDEF 98  SPEED 55 
Larvitar Lv33            HP 37  ATK 94  DEF 20  SPATK 53  SPDEF 38  SPEED 58 
Caterpie Lv34            HP 29  ATK 40  DEF 25  SPATK 34  SPDEF 23  SPEED 44 
Gorebyss Lv34            HP 140 ATK 104 DEF 99  SPATK 111 SPDEF 17  SPEED 15 
Gardevoir Lv34           HP 80  ATK 106 DEF 76  SPATK 87  SPDEF 37  SPEED 131
Castform-I Lv34          HP 34  ATK 94  DEF 29  SPATK 97  SPDEF 52  SPEED 114

Set #185 - Strange House Grass/Cave (rate=7)
Relicanth Lv31           HP 80  ATK 45  DEF 93  SPATK 116 SPDEF 77  SPEED 74 
Wormadam-S Lv31          HP 60  ATK 109 DEF 82  SPATK 11  SPDEF 120 SPEED 42 
Ambipom Lv32             HP 141 ATK 50  DEF 119 SPATK 64  SPDEF 70  SPEED 38 
Chinchou Lv32            HP 102 ATK 47  DEF 24  SPATK 47  SPDEF 52  SPEED 58 
Eelektrik Lv33           HP 35  ATK 70  DEF 104 SPATK 89  SPDEF 42  SPEED 66 
Golem Lv32               HP 50  ATK 143 DEF 17  SPATK 28  SPDEF 146 SPEED 99 
Groudon Lv33             HP 81  ATK 14  DEF 32  SPATK 184 SPDEF 244 SPEED 115
Yanmega Lv33             HP 116 ATK 32  DEF 67  SPATK 99  SPDEF 62  SPEED 140
Bulbasaur Lv34           HP 83  ATK 32  DEF 15  SPATK 61  SPDEF 62  SPEED 65 
Pupitar Lv34             HP 116 ATK 69  DEF 49  SPATK 65  SPDEF 36  SPEED 75 
Scizor Lv34              HP 29  ATK 44  DEF 156 SPATK 143 SPDEF 50  SPEED 79 
Durant Lv34              HP 98  ATK 210 DEF 57  SPATK 63  SPDEF 29  SPEED 26 

Set #186 - Strange House Grass/Cave (rate=7)
Bronzong Lv31            HP 101 ATK 84  DEF 88  SPATK 115 SPDEF 74  SPEED 38 
Suicune Lv31             HP 149 ATK 61  DEF 87  SPATK 215 SPDEF 31  SPEED 37 
Ditto Lv32               HP 46  ATK 32  DEF 61  SPATK 52  SPDEF 50  SPEED 47 
Tirtouga Lv32            HP 51  ATK 90  DEF 69  SPATK 47  SPDEF 36  SPEED 62 
Dialga Lv33              HP 145 ATK 237 DEF 14  SPATK 38  SPDEF 180 SPEED 66 
Garbodor Lv32            HP 38  ATK 105 DEF 113 SPATK 23  SPDEF 95  SPEED 101
Chandelure Lv33          HP 175 ATK 22  DEF 35  SPATK 67  SPDEF 93  SPEED 128
Cinccino Lv33            HP 35  ATK 21  DEF 90  SPATK 133 SPDEF 103 SPEED 89 
Throh Lv34               HP 69  ATK 74  DEF 78  SPATK 107 SPDEF 93  SPEED 44 
Lopunny Lv34             HP 21  ATK 20  DEF 93  SPATK 92  SPDEF 120 SPEED 135
Mamoswine Lv34           HP 47  ATK 91  DEF 124 SPATK 91  SPDEF 97  SPEED 81 
Servine Lv34             HP 69  ATK 116 DEF 82  SPATK 33  SPDEF 49  SPEED 63 

Set #187 - Strange House Grass/Cave (rate=7)
Swalot Lv31              HP 102 ATK 85  DEF 46  SPATK 80  SPDEF 118 SPEED 36 
Kabuto Lv31              HP 89  ATK 81  DEF 77  SPATK 44  SPDEF 18  SPEED 47 
Banette Lv32             HP 120 ATK 69  DEF 58  SPATK 100 SPDEF 58  SPEED 49 
Rotom-W Lv32             HP 51  ATK 29  DEF 64  SPATK 121 SPDEF 140 SPEED 114
Groudon Lv33             HP 81  ATK 14  DEF 32  SPATK 184 SPDEF 244 SPEED 115
Swinub Lv32              HP 47  ATK 36  DEF 27  SPATK 60  SPDEF 28  SPEED 52 
Hippopotas Lv33          HP 24  ATK 43  DEF 30  SPATK 86  SPDEF 87  SPEED 60 
Squirtle Lv33            HP 23  ATK 53  DEF 88  SPATK 28  SPDEF 84  SPEED 37 
Conkeldurr Lv34          HP 67  ATK 85  DEF 123 SPATK 110 SPDEF 16  SPEED 104
Darmanitan Lv34          HP 95  ATK 71  DEF 29  SPATK 105 SPDEF 82  SPEED 99 
Maractus Lv34            HP 88  ATK 55  DEF 100 SPATK 109 SPDEF 33  SPEED 76 
Pidove Lv34              HP 71  ATK 45  DEF 45  SPATK 25  SPDEF 22  SPEED 56 

Set #188 - Victory Road Grass/Cave (rate=7)
Wingull Lv47             HP 64  ATK 47  DEF 18  SPATK 43  SPDEF 44  SPEED 54 
Tranquill Lv47           HP 95  ATK 60  DEF 71  SPATK 82  SPDEF 11  SPEED 40 
Sudowoodo Lv48           HP 38  ATK 11  DEF 111 SPATK 56  SPDEF 74  SPEED 120
Kangaskhan Lv48          HP 66  ATK 134 DEF 42  SPATK 76  SPDEF 128 SPEED 45 
Carnivine Lv49           HP 103 ATK 61  DEF 105 SPATK 38  SPDEF 100 SPEED 47 
Haxorus Lv49             HP 74  ATK 133 DEF 140 SPATK 118 SPDEF 35  SPEED 39 
Sawsbuck Lv50            HP 141 ATK 13  DEF 11  SPATK 13  SPDEF 173 SPEED 124
Croagunk Lv50            HP 86  ATK 12  DEF 52  SPATK 80  SPDEF 20  SPEED 50 
Lugia Lv50               HP 170 ATK 111 DEF 42  SPATK 160 SPDEF 151 SPEED 47 
Tangrowth Lv50           HP 91  ATK 96  DEF 55  SPATK 237 SPDEF 20  SPEED 35 
Spinda Lv50              HP 56  ATK 56  DEF 86  SPATK 68  SPDEF 34  SPEED 60 
Kadabra Lv50             HP 67  ATK 49  DEF 64  SPATK 91  SPDEF 41  SPEED 88 

Set #189 - Victory Road Surfing (rate=10)
Deoxys-D Lvs 35-50       HP 48  ATK 177 DEF 32  SPATK 153 SPDEF 19  SPEED 171
Throh Lvs 35-50          HP 69  ATK 74  DEF 78  SPATK 107 SPDEF 93  SPEED 44 
Tepig Lvs 40-50          HP 32  ATK 91  DEF 11  SPATK 18  SPDEF 93  SPEED 63 
Golurk Lvs 40-50         HP 90  ATK 107 DEF 92  SPATK 38  SPDEF 84  SPEED 72 
Chimchar Lvs 40-50       HP 43  ATK 71  DEF 53  SPATK 54  SPDEF 68  SPEED 20 

Set #190 - Victory Road Surfing Spots (rate=1)
Lapras Lvs 35-50         HP 39  ATK 70  DEF 49  SPATK 139 SPDEF 141 SPEED 97 
Eevee Lvs 35-50          HP 67  ATK 58  DEF 43  SPATK 45  SPDEF 50  SPEED 62 
Ninetales Lvs 40-50      HP 207 ATK 85  DEF 39  SPATK 75  SPDEF 60  SPEED 39 
Porygon-Z Lvs 40-50      HP 93  ATK 95  DEF 103 SPATK 85  SPDEF 108 SPEED 51 
Staravia Lvs 40-50       HP 78  ATK 65  DEF 90  SPATK 16  SPDEF 30  SPEED 61 

Set #191 - Victory Road Fishing (rate=50)
Registeel Lvs 40-55      HP 121 ATK 15  DEF 105 SPATK 74  SPDEF 127 SPEED 137
Vulpix Lvs 40-55         HP 24  ATK 56  DEF 33  SPATK 34  SPDEF 89  SPEED 63 
Shuckle Lvs 50-55        HP 102 ATK 52  DEF 60  SPATK 91  SPDEF 124 SPEED 75 
Quagsire Lvs 50-55       HP 117 ATK 76  DEF 51  SPATK 90  SPDEF 66  SPEED 29 
Kricketune Lvs 50-55     HP 80  ATK 41  DEF 41  SPATK 66  SPDEF 72  SPEED 85 

Set #192 - Victory Road Fishing Spots (rate=1)
Registeel Lvs 40-60      HP 121 ATK 15  DEF 105 SPATK 74  SPDEF 127 SPEED 137
Remoraid Lvs 40-60       HP 26  ATK 90  DEF 14  SPATK 42  SPDEF 52  SPEED 77 
Darkrai Lvs 50-60        HP 158 ATK 63  DEF 134 SPATK 106 SPDEF 90  SPEED 50 
Croconaw Lvs 50-60       HP 40  ATK 91  DEF 83  SPATK 22  SPDEF 76  SPEED 93 
Escavalier Lvs 50-60     HP 114 ATK 115 DEF 101 SPATK 72  SPDEF 16  SPEED 78 

Set #193 - Victory Road Grass/Cave (rate=1)
Honchkrow Lv47           HP 99  ATK 56  DEF 220 SPATK 70  SPDEF 37  SPEED 23 
Articuno Lv47            HP 64  ATK 18  DEF 179 SPATK 89  SPDEF 72  SPEED 158
Kyurem Lv48              HP 42  ATK 100 DEF 215 SPATK 103 SPDEF 125 SPEED 74 
Rotom-Fr Lv48            HP 87  ATK 113 DEF 70  SPATK 77  SPDEF 57  SPEED 115
Hypno Lv49               HP 141 ATK 29  DEF 111 SPATK 49  SPDEF 59  SPEED 94 
Croconaw Lv49            HP 40  ATK 91  DEF 83  SPATK 22  SPDEF 76  SPEED 93 
Sewaddle Lv50            HP 33  ATK 33  DEF 48  SPATK 85  SPDEF 45  SPEED 66 
Lapras Lv50              HP 39  ATK 70  DEF 49  SPATK 139 SPDEF 141 SPEED 97 
Purrloin Lv50            HP 67  ATK 56  DEF 32  SPATK 41  SPDEF 38  SPEED 49 
Rhyhorn Lv50             HP 45  ATK 90  DEF 95  SPATK 29  SPDEF 62  SPEED 23 
Ho-Oh Lv50               HP 50  ATK 182 DEF 52  SPATK 213 SPDEF 54  SPEED 128
Whismur Lv50             HP 55  ATK 46  DEF 63  SPATK 11  SPDEF 21  SPEED 43 

Set #194 - Victory Road Doubles Grass (rate=3)
Victini Lv52             HP 115 ATK 28  DEF 38  SPATK 122 SPDEF 127 SPEED 170
Parasect Lv52            HP 60  ATK 83  DEF 52  SPATK 71  SPDEF 47  SPEED 91 
Vanillite Lv53           HP 46  ATK 63  DEF 34  SPATK 43  SPDEF 63  SPEED 56 
Poochyena Lv53           HP 60  ATK 39  DEF 26  SPATK 46  SPDEF 34  SPEED 15 
Thundurus-T Lv54         HP 177 ATK 30  DEF 43  SPATK 174 SPDEF 61  SPEED 95 
Tangela Lv54             HP 70  ATK 48  DEF 93  SPATK 78  SPDEF 76  SPEED 71 
Omastar Lv55             HP 77  ATK 134 DEF 111 SPATK 78  SPDEF 17  SPEED 78 
Klink Lv55               HP 65  ATK 32  DEF 39  SPATK 63  SPDEF 44  SPEED 57 
Camerupt Lv55            HP 92  ATK 34  DEF 104 SPATK 129 SPDEF 22  SPEED 80 
Mareep Lv55              HP 35  ATK 50  DEF 103 SPATK 11  SPDEF 15  SPEED 66 
Leafeon Lv55             HP 42  ATK 56  DEF 66  SPATK 59  SPDEF 166 SPEED 136
Chatot Lv55              HP 69  ATK 90  DEF 69  SPATK 44  SPDEF 65  SPEED 73 

Set #195 - Victory Road Shaking Spots (rate=1)
Slowpoke Lv47            HP 54  ATK 69  DEF 20  SPATK 55  SPDEF 41  SPEED 76 
Lickitung Lv47           HP 78  ATK 65  DEF 68  SPATK 89  SPDEF 57  SPEED 29 
Rotom-W Lv48             HP 51  ATK 29  DEF 64  SPATK 121 SPDEF 140 SPEED 114
Hippopotas Lv48          HP 24  ATK 43  DEF 30  SPATK 86  SPDEF 87  SPEED 60 
Omastar Lv49             HP 77  ATK 134 DEF 111 SPATK 78  SPDEF 17  SPEED 78 
Venomoth Lv49            HP 58  ATK 11  DEF 136 SPATK 93  SPDEF 83  SPEED 69 
Chimchar Lv50            HP 43  ATK 71  DEF 53  SPATK 54  SPDEF 68  SPEED 20 
Swablu Lv50              HP 75  ATK 15  DEF 38  SPATK 17  SPDEF 99  SPEED 65 
Porygon2 Lv50            HP 91  ATK 108 DEF 94  SPATK 78  SPDEF 41  SPEED 102
Shedinja Lv50            HP 1   ATK 50  DEF 18  SPATK 26  SPDEF 67  SPEED 74 
Togetic Lv50             HP 92  ATK 114 DEF 38  SPATK 104 SPDEF 17  SPEED 40 
Dialga Lv50              HP 145 ATK 237 DEF 14  SPATK 38  SPDEF 180 SPEED 66 

Set #196 - Victory Road Grass/Cave (rate=1)
Metagross Lv47           HP 170 ATK 101 DEF 71  SPATK 95  SPDEF 53  SPEED 110
Simisear Lv47            HP 119 ATK 117 DEF 89  SPATK 106 SPDEF 30  SPEED 37 
Sandile Lv48             HP 78  ATK 14  DEF 80  SPATK 16  SPDEF 16  SPEED 89 
Seaking Lv48             HP 100 ATK 130 DEF 27  SPATK 35  SPDEF 23  SPEED 135
Phanpy Lv49              HP 60  ATK 85  DEF 26  SPATK 68  SPDEF 27  SPEED 64 
Kricketot Lv49           HP 50  ATK 17  DEF 24  SPATK 33  SPDEF 35  SPEED 34 
Larvitar Lv50            HP 37  ATK 94  DEF 20  SPATK 53  SPDEF 38  SPEED 58 
Deoxys-A Lv50            HP 150 ATK 112 DEF 113 SPATK 48  SPDEF 19  SPEED 158
Lampent Lv50             HP 29  ATK 50  DEF 71  SPATK 45  SPDEF 64  SPEED 111
Pachirisu Lv50           HP 115 ATK 65  DEF 100 SPATK 39  SPDEF 23  SPEED 64 
Snorunt Lv50             HP 86  ATK 34  DEF 23  SPATK 59  SPDEF 76  SPEED 23 
Zangoose Lv50            HP 144 ATK 57  DEF 110 SPATK 62  SPDEF 62  SPEED 23 

Set #197 - Victory Road Doubles Grass (rate=3)
Rotom-Fa Lv52            HP 148 ATK 135 DEF 23  SPATK 93  SPDEF 47  SPEED 75 
Heracross Lv52           HP 129 ATK 68  DEF 27  SPATK 111 SPDEF 61  SPEED 105
Snorlax Lv53             HP 97  ATK 68  DEF 143 SPATK 37  SPDEF 100 SPEED 96 
Simipour Lv53            HP 99  ATK 141 DEF 42  SPATK 32  SPDEF 104 SPEED 80 
